id,start_date,end_date,property_id,guest_id
1010339,2017-03-05,2017-03-13,235,357
1010340,2017-10-02,2017-10-29,546,434
1010341,2020-10-25,2020-11-07,638,883
1010342,2022-08-30,2022-09-08,415,830
1010344,2016-08-16,2016-09-04,821,187
1010345,2023-01-26,2023-02-11,494,854
1010346,2017-10-24,2017-11-05,975,821
1010347,2018-06-01,2018-06-14,510,762
1010348,2020-09-07,2020-09-27,301,834
1010349,2022-12-17,2022-12-23,843,703
1010350,2014-05-24,2014-06-06,107,934
1010351,2021-10-05,2021-10-25,301,659
1010352,2015-10-23,2015-10-30,10,182
1010353,2016-10-31,2016-11-29,18,390
1010354,2019-06-17,2019-07-14,957,137
1010355,2015-08-31,2015-09-03,847,746
1010356,2016-04-12,2016-04-23,502,328
1010357,2018-05-15,2018-06-04,465,682
1010358,2019-01-26,2019-02-19,23,363
1010359,2019-11-25,2019-12-09,362,29
1010360,2023-11-10,2023-11-27,412,941
1010361,2023-08-17,2023-09-09,627,784
1010362,2015-10-08,2015-10-14,853,413
1010363,2016-10-11,2016-10-31,265,954
1010364,2016-02-28,2016-03-21,972,977
1010365,2018-09-01,2018-09-21,857,542
1010366,2016-09-18,2016-09-28,330,94
1010367,2018-05-20,2018-05-23,947,34
1010368,2018-09-11,2018-10-04,680,908
1010369,2018-11-16,2018-12-02,545,889
1010370,2017-09-22,2017-09-23,958,712
1010371,2015-05-24,2015-06-08,907,773
1010372,2021-06-10,2021-06-29,205,942
1010373,2018-08-21,2018-08-23,551,977
1010374,2022-03-14,2022-03-24,103,246
1010375,2019-09-09,2019-10-03,480,234
1010376,2015-09-10,2015-09-18,590,819
1010377,2022-03-28,2022-04-25,288,238
1010378,2021-06-05,2021-07-02,618,674
1010379,2014-05-25,2014-06-13,683,878
1010380,2023-07-10,2023-08-07,591,541
1010381,2018-01-13,2018-01-22,271,705
1010382,2020-07-12,2020-08-10,778,237
1010383,2016-06-07,2016-06-12,146,802
1010384,2021-09-29,2021-10-01,964,463
1010385,2020-09-09,2020-10-08,234,853
1010386,2023-01-11,2023-01-30,846,74
1010387,2018-06-17,2018-07-11,650,304
1010388,2022-02-28,2022-03-17,962,634
1010389,2019-10-13,2019-10-18,51,905
1010390,2016-01-18,2016-02-02,821,361
1010391,2017-04-08,2017-04-14,477,269
1010392,2014-08-05,2014-08-17,503,633
1010393,2023-03-17,2023-04-14,907,542
1010394,2018-01-23,2018-02-12,921,943
1010395,2018-01-15,2018-02-10,799,48
1010396,2018-03-09,2018-03-29,306,388
1010397,2014-09-29,2014-10-22,23,247
1010398,2019-11-20,2019-12-11,580,18
1010399,2016-01-10,2016-01-31,39,180
1010400,2015-12-28,2016-01-06,141,848
1010401,2020-03-11,2020-03-28,309,359
1010403,2022-06-22,2022-06-27,412,776
1010404,2016-10-07,2016-11-04,387,290
1010405,2017-03-08,2017-03-10,136,934
1010406,2015-12-23,2016-01-20,822,532
1010407,2017-09-17,2017-10-16,277,821
1010408,2016-12-06,2016-12-13,177,356
1010409,2020-05-20,2020-05-26,100,707
1010410,2017-04-15,2017-04-20,874,13
1010411,2016-12-20,2016-12-24,770,446
1010412,2021-06-06,2021-07-04,568,341
1010413,2020-10-28,2020-11-01,85,277
1010414,2022-10-22,2022-10-25,873,400
1010415,2014-09-25,2014-10-23,346,639
1010416,2016-11-07,2016-11-15,957,398
1010417,2016-10-17,2016-11-15,950,124
1010418,2018-03-05,2018-03-10,290,210
1010419,2019-09-26,2019-10-19,279,432
1010420,2022-08-10,2022-09-06,899,935
1010421,2016-07-10,2016-08-04,946,973
1010422,2019-04-11,2019-04-23,566,131
1010423,2019-01-26,2019-02-17,866,638
1010424,2021-05-07,2021-06-03,151,993
1010425,2020-11-14,2020-12-06,650,810
1010426,2022-12-14,2023-01-09,334,392
1010427,2019-01-21,2019-02-18,767,641
1010428,2014-10-17,2014-11-03,137,454
1010429,2021-06-01,2021-06-19,940,23
1010430,2021-04-12,2021-04-12,861,492
1010431,2022-10-03,2022-10-26,168,530
1010432,2017-09-06,2017-09-27,187,687
1010433,2023-03-15,2023-03-23,773,82
1010434,2017-11-22,2017-12-20,316,956
1010435,2022-08-15,2022-08-21,472,975
1010436,2019-01-31,2019-02-11,290,380
1010437,2021-10-27,2021-11-06,702,567
1010438,2023-07-01,2023-07-15,339,984
1010439,2021-08-23,2021-09-08,363,310
1010440,2017-01-26,2017-02-05,374,211
1010441,2018-08-10,2018-09-06,263,25
1010442,2016-03-11,2016-04-08,279,433
1010443,2021-10-12,2021-10-29,347,811
1010444,2017-11-29,2017-12-05,262,193
1010445,2019-08-24,2019-09-12,527,438
1010446,2019-05-17,2019-06-01,144,283
1010447,2018-04-19,2018-05-09,491,976
1010448,2022-12-23,2023-01-06,514,712
1010449,2019-08-24,2019-09-05,379,124
1010450,2015-06-30,2015-07-26,615,386
1010451,2018-10-17,2018-11-14,496,252
1010452,2021-04-30,2021-05-15,962,945
1010453,2014-11-01,2014-11-24,778,632
1010454,2023-02-02,2023-02-10,886,390
1010455,2021-06-13,2021-06-19,518,796
1010456,2015-07-13,2015-07-14,235,863
1010457,2018-04-10,2018-05-09,205,558
1010458,2023-01-29,2023-02-11,80,173
1010459,2023-02-01,2023-02-13,395,917
1010460,2018-06-30,2018-07-07,831,687
1010461,2016-11-11,2016-12-10,314,107
1010462,2018-05-28,2018-06-04,122,332
1010463,2022-01-14,2022-02-08,40,563
1010464,2023-09-24,2023-10-02,284,389
1010465,2016-09-10,2016-10-07,35,822
1010466,2018-11-09,2018-11-21,277,525
1010467,2020-05-07,2020-05-17,539,665
1010468,2019-11-12,2019-11-17,727,495
1010469,2017-06-01,2017-06-26,625,175
1010470,2015-08-13,2015-09-11,514,550
1010471,2020-08-08,2020-08-14,894,671
1010472,2016-03-29,2016-04-15,411,483
1010473,2022-04-27,2022-05-24,133,47
1010474,2023-01-04,2023-01-28,522,173
1010475,2015-06-23,2015-06-24,390,646
1010476,2022-08-08,2022-09-06,679,25
1010477,2014-07-25,2014-08-06,453,453
1010478,2014-10-22,2014-10-25,956,426
1010479,2021-06-14,2021-06-27,36,449
1010480,2023-09-14,2023-09-23,932,413
1010481,2022-04-13,2022-04-28,958,114
1010482,2016-05-03,2016-05-10,109,210
1010483,2015-06-24,2015-07-17,991,237
1010484,2017-05-05,2017-05-30,397,139
1010485,2014-07-11,2014-07-14,564,109
1010486,2021-05-19,2021-06-09,539,379
1010487,2020-11-21,2020-12-15,953,749
1010488,2018-03-09,2018-03-20,702,617
1010489,2017-08-31,2017-09-06,908,983
1010490,2019-05-13,2019-06-07,662,887
1010491,2020-12-20,2020-12-21,165,349
1010492,2016-04-14,2016-04-15,670,388
1010493,2018-12-06,2018-12-18,628,722
1010494,2023-01-26,2023-02-02,909,217
1010495,2015-07-01,2015-07-02,420,990
1010496,2020-03-09,2020-03-24,525,507
1010497,2019-05-18,2019-06-12,384,493
1010498,2018-04-25,2018-05-08,25,433
1010499,2017-11-09,2017-11-19,427,110
1010500,2016-05-14,2016-06-03,709,940
1010501,2018-09-29,2018-10-27,800,322
1010502,2016-04-21,2016-05-11,404,27
1010503,2017-04-21,2017-04-25,550,554
1010504,2016-05-13,2016-05-31,61,270
1010505,2015-11-18,2015-12-14,37,714
1010506,2018-02-04,2018-02-19,78,620
1010507,2018-05-31,2018-06-20,859,508
1010508,2020-11-30,2020-12-22,79,603
1010509,2016-10-24,2016-11-16,964,656
1010510,2020-09-25,2020-10-04,427,591
1010511,2021-12-09,2021-12-18,374,324
1010512,2015-12-31,2016-01-26,389,84
1010513,2020-09-09,2020-10-07,493,907
1010514,2016-11-20,2016-12-15,314,108
1010515,2015-11-11,2015-11-28,368,328
1010516,2017-06-23,2017-07-03,569,200
1010517,2016-11-24,2016-12-14,14,521
1010518,2022-09-08,2022-09-28,113,693
1010519,2023-11-05,2023-11-26,315,155
1010520,2018-06-28,2018-07-10,853,875
1010521,2015-06-01,2015-06-16,987,194
1010522,2018-04-26,2018-05-08,516,726
1010523,2022-04-14,2022-05-10,112,979
1010524,2020-10-11,2020-10-20,341,899
1010525,2022-07-05,2022-07-16,822,830
1010526,2019-04-30,2019-05-10,829,836
1010527,2020-05-30,2020-06-01,942,937
1010528,2019-03-03,2019-03-17,724,949
1010529,2014-06-13,2014-06-21,789,808
1010530,2022-07-25,2022-08-22,889,650
1010531,2022-07-14,2022-07-26,393,298
1010532,2018-07-02,2018-07-13,640,175
1010533,2020-12-06,2020-12-06,941,360
1010534,2021-08-05,2021-08-24,966,200
1010535,2020-07-13,2020-07-18,655,874
1010536,2021-04-09,2021-04-30,636,166
1010537,2023-09-04,2023-09-19,252,508
1010538,2021-11-10,2021-11-24,365,861
1010539,2022-11-16,2022-11-24,27,161
1010540,2016-07-22,2016-07-26,782,20
1010541,2018-11-30,2018-12-23,253,526
1010542,2022-11-18,2022-12-16,97,70
1010543,2019-10-20,2019-11-13,859,546
1010544,2018-08-19,2018-09-04,778,563
1010545,2019-03-04,2019-03-17,396,186
1010546,2016-03-11,2016-03-19,954,361
1010547,2021-01-05,2021-01-19,211,96
1010548,2021-07-22,2021-08-18,467,773
1010549,2017-05-21,2017-06-09,681,344
1010550,2020-04-06,2020-04-30,436,61
1010551,2016-01-16,2016-01-25,891,124
1010552,2018-04-10,2018-04-12,422,324
1010553,2014-11-01,2014-11-30,968,483
1010554,2020-04-24,2020-05-01,31,351
1010555,2022-05-07,2022-05-13,920,95
1010556,2021-10-07,2021-10-20,428,160
1010557,2021-09-22,2021-09-27,737,741
1010558,2015-12-28,2016-01-17,622,795
1010559,2018-06-12,2018-06-26,729,764
1010560,2018-02-22,2018-03-11,209,166
1010561,2016-09-27,2016-10-05,877,745
1010562,2021-03-18,2021-03-29,16,487
1010563,2020-04-22,2020-04-30,475,474
1010564,2021-01-17,2021-01-31,577,801
1010565,2020-11-09,2020-11-30,706,763
1010566,2019-05-02,2019-05-18,913,39
1010567,2022-02-13,2022-02-22,462,990
1010568,2018-03-28,2018-04-17,763,972
1010569,2014-09-08,2014-09-22,744,484
1010570,2021-07-18,2021-07-19,718,649
1010571,2021-06-01,2021-06-15,846,143
1010572,2020-04-24,2020-05-04,368,546
1010573,2015-07-30,2015-08-04,620,639
1010574,2023-07-11,2023-07-19,203,602
1010575,2020-10-10,2020-10-20,31,244
1010576,2019-11-25,2019-11-29,953,407
1010577,2016-05-15,2016-05-31,193,98
1010578,2016-07-15,2016-08-05,720,593
1010579,2023-05-19,2023-06-09,448,578
1010580,2016-09-19,2016-09-28,330,260
1010581,2016-09-15,2016-10-04,582,441
1010582,2019-07-07,2019-07-31,273,511
1010583,2015-11-04,2015-11-21,735,580
1010584,2018-07-03,2018-07-19,953,187
1010585,2018-12-24,2019-01-19,496,563
1010586,2022-02-02,2022-02-12,438,476
1010587,2016-05-24,2016-06-11,324,773
1010588,2017-12-19,2018-01-17,600,962
1010589,2019-04-20,2019-05-19,158,766
1010590,2021-11-29,2021-12-09,16,319
1010591,2016-06-23,2016-07-22,40,675
1010592,2023-08-27,2023-09-11,263,61
1010593,2020-12-22,2020-12-24,3,387
1010594,2016-12-03,2016-12-20,988,948
1010595,2022-10-25,2022-11-16,923,188
1010596,2014-06-28,2014-06-29,520,39
1010597,2017-04-16,2017-05-09,746,981
1010598,2023-09-13,2023-10-03,574,27
1010599,2023-05-12,2023-05-28,325,440
1010600,2016-02-14,2016-02-20,278,345
1010601,2017-10-22,2017-11-08,96,828
1010602,2020-02-10,2020-02-21,108,595
1010603,2021-06-14,2021-06-20,611,232
1010604,2020-09-27,2020-10-05,953,750
1010605,2019-11-04,2019-11-06,311,167
1010606,2019-07-24,2019-07-27,76,274
1010607,2019-10-12,2019-10-26,765,749
1010608,2018-09-16,2018-09-27,217,891
1010609,2016-06-06,2016-06-15,202,546
1010610,2019-08-03,2019-08-29,514,836
1010611,2017-10-06,2017-10-18,635,500
1010612,2020-05-05,2020-05-08,752,802
1010613,2014-12-31,2015-01-26,590,923
1010614,2019-05-26,2019-06-13,493,548
1010615,2020-08-26,2020-09-18,99,984
1010616,2014-06-06,2014-06-18,854,169
1010617,2016-07-25,2016-08-01,304,66
1010618,2014-06-22,2014-07-02,60,171
1010619,2019-08-28,2019-09-02,352,369
1010620,2020-09-01,2020-09-04,202,397
1010621,2016-02-12,2016-03-02,834,124
1010622,2014-09-26,2014-10-11,188,882
1010623,2016-07-08,2016-07-31,129,1
1010624,2020-03-27,2020-03-28,150,736
1010625,2019-10-03,2019-10-31,523,887
1010626,2022-10-25,2022-11-04,809,736
1010627,2019-11-05,2019-11-19,569,605
1010628,2019-02-25,2019-03-16,404,140
1010629,2019-12-16,2020-01-10,185,137
1010630,2021-03-22,2021-04-11,311,183
1010631,2018-02-22,2018-03-06,362,637
